"address","latitude","longitude","business_name"
"15601 GRAND RIVER","42.3927498000","-83.1996384000","R A C DETROIT LLC"
"15603 GRAND RIVER","42.3931999000","-83.2000580000","DELI SYSTEMS INC - DBA THE BREAD BASKET"
"15631 GRAND RIVER","42.3930283000","-83.2000427000","GRAND RIVER AND GREENFIELD  LLC"
"15725 Grand River","42.3933907000","-83.2009506000","ST VINCENT DEPAUL THRIFT STORE"
"15732 Grand River","42.3939514000","-83.2007675000","Impact network"
"15738 Grand River","42.3938179000","-83.2008514000","Impact Network"
"15800 Grand River","42.3943901000","-83.2018280000","FAMILY DOLLAR #26084"
"15815 Grand River","42.3938217000","-83.2020416000","EBONY ROSE INC."
"15860 Grand River","42.3945999000","-83.2023010000","VACANT"
"15900 Grand River","42.3948100000","-83.2027700000","AUTHENTIC MOTOR SALES"
"15928 Grand River","42.3947639000","-83.2031860000","JANCO DISTRIBUTORS"
"15936 Grand River","42.3950119000","-83.2033768000","IDEA DESIGN TECHNIQUE"
"15942 Grand River","42.3948708000","-83.2034454000","Chita's Nefertitis"
"15942 Grand River","42.3948708000","-83.2034454000","Chita's Nefertiti's"
"15951 GRAND RIVER","42.3944893000","-83.2035828000","BERISHA UNIVERSAL CONEY ISLAND"
"16000 Grand River","42.3950615000","-83.2039108000","EXPERT 40 MINUTE CLEANERS"
"16048 Grand River","42.3954315000","-83.2048416000","Rokhaya Africa Braids"
"16050 Grand River","42.3954315000","-83.2048492000","MISSIONARY BAPTIST CHURCH"
"16054 Grand River","42.3955383000","-83.2047501000","Dad's Appliances"
"16054 Grand River","42.3955383000","-83.2047501000","PAGE FAMILY BARBER SHOP"
"16101 Grand River","42.3951797000","-83.2053528000","CITY OF DETROIT-PUBLIC LIBRARY COMMISSION"
"16151 Grand River","42.3953705000","-83.2057800000","Super Smart Auto Repair"
"16151 Grand River","42.3953705000","-83.2057800000","SUPER SMART AUTO REPAIR LLC"
"16210 Grand River","42.3963509000","-83.2067490000","Spotlite Inc."
"16210 Grand River","42.3963509000","-83.2067490000","VINNIES LIQUOR AND DELI"
"16226 Grand River","42.3964310000","-83.2069473000","Family Practice"
"16234 Grand River","42.3964806000","-83.2070694000","VACANT"
"16310 Grand River","42.3966484000","-83.2078476000","Christ First Community Church"
"16311 Grand River","42.3960991000","-83.2075577000","SHAH,MAYUSHA"
"16317 Grand River","42.3961792000","-83.2074509000","FUEL TANK SERVICES"
"16325 Grand River","42.3963280000","-83.2078171000","SHAH, PARESH"
"16331 Grand River","42.3962212000","-83.2078476000","CITY DRY CLEANERS"
"16334 Grand River","42.3968391000","-83.2083130000","VACANT"
"16340 Grand River","42.3970184000","-83.2084198000","VACANT"
"16360 Grand River","42.3970985000","-83.2086563000","MR. KENS & SON'S BARBER SHOP"
"16360 Grand River","42.3970985000","-83.2086563000","Mr.Ken's &  Son's Barber Shop"
"16500 GRAND RIVER","42.3972900000","-83.2090300000","BASSETT USED CARS LLC"
"7140 Fort  West","42.3030281000","-83.1130524000","Arrow Logistics"
"16159 Fenkell","42.4012146000","-83.2062759000","Fenkell Super Foods"
"5210 Grand  River Street","42.3506012000","-83.0933990000","LEDGENDS GRILL"
"7140 Fort  West","42.3030281000","-83.1130524000","CITY OF DETROIT - POLICE DEPT"
"18500 Fitzpatrick","42.3673515000","-83.2207336000","Mister Uniform & Mat Rental"
"22022 Fenkell","42.4004135000","-83.2574615000","Above All Stylez"
"11785 Freud","42.3626900000","-82.9626800000","Nationwide Recovery Inc."
"8343 Fenkell","42.4023300000","-83.1533400000","JUST RIGHT AUTO, LLC"
"13400 Girardin","42.4130898000","-83.0338974000","TRI-COUNTY TOWING, AUTO PARTS& SALVAGE INC"
"13101 Freud","42.3673391000","-82.9497133000","Jefferson Meadows Apartments"
"13404 Girardin","42.4148293000","-83.0339203000","TRI-COUNTY TOWING, AUTO PARTS"
"11900 FREUD Street","42.3588104000","-82.9552231000","WATER & SEWAGE CONNER CREEK"
"13598 Girardin","42.4181252000","-83.0344009000","POWER LIFT SALES & SERVICE"
"8406 FENKELL","42.4027061000","-83.1535568000","CLUB MOZAMBIQUE"
"23750 Frisbee","42.4352951000","-83.2757874000","HIDDEN PINES APARTMENTS"
"22023 Fenkell","42.4000397000","-83.2573929000","Brightmoor Prayer House Mission"
"13600 Girardin","42.4161110000","-83.0340271000","MAC CASTINGS"
"18518 Fitzpatrick","42.3675003000","-83.2209167000","Mister Uniform & Mat Rental"
"2303 Grand  West","42.3958855000","-83.1192245000","LAMONT HUNTER"
"8406 FENKELL","42.4027061000","-83.1535568000","CLUB MOZAMBIQUE"
"1 FORT AND FIRST","42.3287201000","-83.0520096000","THE COCOA CLASSIC"
"23760 FRISBEE","42.4352951000","-83.2758560000","HIDDEN PINES APARTMENTS"
"22027 Fenkell","42.4000397000","-83.2574692000","VACANT"
"16343 Fenkell","42.4011116000","-83.2087479000","FENKELL PETRO MART INC"
"13690 Girardin","42.4180984000","-83.0344009000","DANIEL MEDOW"
"18524 Fitzpatrick","42.3676100000","-83.2210000000","RASHIDS CABINETS INC"
"791 Grand Blvd  East","42.3643608000","-83.0136490000","Vacant"
"8406 FENKELL","42.4027061000","-83.1535568000","Watts Club Mozambique"
"8468 Fenkell","42.4027061000","-83.1539764000","Empire Packing"
"8611 Fenkell","42.4023094000","-83.1554794000","MIRACLE GOSPEL TABERNACLE"
"8614 Fenkell","42.4027596000","-83.1556702000","MARY'S MOTOWN"
"8618 Fenkell","42.4027596000","-83.1557999000","EMPIRE PACKING CO."
"8648 Fenkell","42.4027596000","-83.1562119000","Empire Packing Co."
"8738 Fenkell","42.4029388000","-83.1571732000","TRINITY BAPTIST CHURCH"
"8738 Fenkell","42.4029400000","-83.1570799000","Trinity Baptist Church"
"8801 Fenkell","42.4023018000","-83.1576385000","CIRCLE GLASS CO"
"8804 Fenkell","42.4027481000","-83.1578522000","Circle Glass Co."
"8824 Fenkell","42.4027481000","-83.1580963000","CHRISTIAN'S PARTY STORE"
"8846 Fenkell","42.4027405000","-83.1584702000","PHAT FADES"
"8915 FENKELL","42.4023018000","-83.1588821000","VACANT"
"23751 FENKELL Street","42.3999551000","-83.2735477000","MOUNT VERNON BAPTIST CHURCH EVENT"
"8833 Fenkell Street","42.4023100000","-83.1581200000","UNLIMITED TOWING & TIRE"
"18501 Fenmore","42.4262900000","-83.2182500000","18501 Fenmore"
"18980 Fenton","42.4276173000","-83.2827297000","Beyond the Gates"
"19000 Fenton Road","42.4276746000","-83.2772966000","Fenton House Apartments"
"1681 Ferdinand","42.3173637000","-83.0986786000","ZANDANI, ABDO"
"5700 FERERAL","42.3243408000","-83.1086426000","LITTLE BEAN"
"15358 Ferguson","42.4026100000","-83.2090500000","Dwelling"
"1200 Ferry","42.3656006000","-83.0548172000","Rehab Building"
"676 Ferry","42.3642200000","-83.0579700000","Nailah Commons Building 1"
"692 Ferry","42.3642700000","-83.0578200000","Nailah Commons Building 2"
"702 Ferry","42.3643200000","-83.0577000000","Nailah Commons Building 3"
"68 Ferry  West","42.3611488000","-83.0686798000","68 west Ferry"
"87 Ferry  West","42.3605995000","-83.0687180000","SPARKEL ENTERPRISES LLC"
"92 Ferry  West","42.3609695000","-83.0690765000","92 West Ferry"
"1651 Ferry Park","42.3632011000","-83.0876007000","UNIVERSAL TRIUMPH THE DOMINION OF GOD"
"2222 Ferry Park","42.3613400000","-83.0946900000","Harriet Tubman Apartments"
"2504 Ferry Park","42.3598213000","-83.0980377000","GLOYD T. SINGER"
"1117 Field","42.3523293000","-83.0038986000","ST CHRISTOPHER HOUSE"
"1423 Field","42.3528175000","-83.0038452000","ADULT WELL BEING SERVICES"
"1764 Field","42.3553162000","-83.0051117000","DDC"
"416 Field","42.3482094000","-83.0004196000","HONEST JOHN'S"
"430 Field","42.3481560000","-83.0003815000","POPS DETAIL SHOP"
"445 Field","42.3484192000","-83.0013275000","Islandview Apts"
"5206 Field","42.3757210000","-83.0187607000","EAST CATHOLIC HIGH SCHOOL"
"5830 Field","42.3808708000","-83.0221863000","DETROIT PUBLIC SCHOOLS ROSE ELEMENTARY"
"615 Field","42.3493195000","-83.0018921000","SILVERS, DAVID & ALLEN"
"625 Field","42.3494797000","-83.0020294000","AARON APARTMENTS LDHA"
"10008 FIelding","42.3686200000","-83.2406200000","Dunlap Family"
"13625 Fielding","42.3856316000","-83.2423096000","Private home"
"16191 Fielding","42.4091187000","-83.2433319000","Mia D. Norman"
"34 Grand River","42.3339678000","-83.0493059000","Loverboy Burger"
"34 Grand River","42.3339678000","-83.0493059000","Lovers only"
"2500 FIFTH","42.3370781000","-83.0632324000","BD Diagnostics"
"2501 FIFTH","42.3369408000","-83.0637894000","BD Diagnostics"
"17450 Filer","42.4220695000","-83.0367508000","FITZGERALD FINISHING CO"
"17605 FILER","42.4234505000","-83.0375290000","V M AUTO LLC"
"17615 Filer","42.4235916000","-83.0375290000","JOHN MILLER TRUCKING"
"17625 Filer","42.4237289000","-83.0375366000","EVERETT DELIVERY SERVICE"
"17631 Filer","42.4238586000","-83.0375366000","MANUFACTURES HARDWARE"
"17641 Filer","42.4239311000","-83.0375366000","MOTOR CITY BENDING"
"17655 Filer","42.4241409000","-83.0375519000","MOTOR CITY BENDING                   ."
"17685 Filer","42.4245491000","-83.0375671000","TRU BUILT CABINET SHOP"
"17800 Filer","42.4253883000","-83.0366364000","WOMEN ECONOMIC IMPROVEMENT GRO"
"18815 Filer","42.4321700000","-83.0379600000","Single Family dwelling"
"19137 Filer","42.4343491000","-83.0381165000","ALL AMERICAN RESTAURANT EQUIP"
"19191 Filer","42.4348907000","-83.0379715000","LAROSA REFRIGERATION & EQUIPMENT CO"
"19231 Filer","42.4355888000","-83.0381622000","L D S SHEET METAL"
"19300 Filer","42.4364891000","-83.0371628000","GLOBAL TITANIUM INC."
"19301 Filer","42.4359207000","-83.0381622000","PERCH MACHINING"
"19321 Filer","42.4361382000","-83.0381699000","THERMAL MECHANICAL COMPANY"
"19347 Filer","42.4364204000","-83.0380783000","GLOBAL TITANIUM, INC."
"19380 Filer","42.4363594000","-83.0376511000","GLOBAL TITANIUM, INC."
"1511 First Street","42.3327408000","-83.0552216000","THE TOWN APARTMENTS"
"621 First Street","42.3279700000","-83.0519800000","Park Rite"
"6531 Firwood","42.3523216000","-83.1162491000","VACANT"
"3746 Fischer","42.3704910000","-82.9995193000","MACK ALIVE"
"5792 Fischer","42.3848200000","-83.0097800000","Single Family Dwelling"
"915 Fischer","42.3554688000","-82.9891815000","CHALFONTE APARTMENTS"
"1343 Fisher","42.3452911000","-83.0404587000","MOTORLESS CITY BICYCLE CO"
"2633 - 2647 Fisher  Freeway","42.3268356000","-83.0842514000","Fountain Court Cooperative"
"2608 Fisher Freeway","42.3335266000","-83.0833511000","FOUNTAIN COURT CO-OP"
"2619 - 2631 Fisher Freeway","42.3268700000","-83.0842743000","Fountain Court Cooperative"
"1416 Fisher Freeway East","42.3447240000","-83.0390890000","Stache"
"1424 Fisher Fwy","42.3448715000","-83.0387115000","PURE SHEA"
"2600 - 2606 Fisher Fwy","42.3335266000","-83.0833130000","Fountain Court Cooperative"
"2618 - 2622 Fisher Fwy","42.3335266000","-83.0834045000","Fountain Court Cooperative"
"55555 Fisher Fwy Ramp North","42.2726402000","-83.1629410000","FISHER FREEWAY"
"18606 Fitzgerald","42.4488907000","-83.1700592000","Dan Kirchner auto lecture"
"18115 Fitzpatrick","42.3637199000","-83.2173691000","APARTMENT GROUP INC"
"18221 Fitzpatrick","42.3642616000","-83.2181473000","RFP VENTURES LLC"
"18251 Fitzpatrick","42.3645897000","-83.2186203000","APARTMENT GROUP INC"
"18320 Fitzpatrick","42.3657684000","-83.2186203000","AMF  (Plastic Container L.L.C)"
"18360 Fitzpatrick","42.3661385000","-83.2191315000","Blair Manufacturing Co"
"18370 Fitzpatrick","42.3662910000","-83.2193298000","JAMES A. MURRAY"
"18392 Fitzpatrick","42.3664398000","-83.2195206000","Triangle Broach Co."
"18404 Fitzpatrick","42.3665810000","-83.2197189000","Triangle Broach Co"
"18405 Fitzpatrick","42.3658943000","-83.2205276000","French Quarters Apts(Bldg-B1)"
"18415 Fitzpatrick","42.3659515000","-83.2206039000","French Quarters Apts(Bldg-B2)"
"18424 Fitzpatrick","42.3667107000","-83.2199097000","Unknown"
"9465 Grand River","42.3664400000","-83.1343400000","Coin Laundry"
"903 Grand Blvd  West","42.3328552000","-83.0963593000","Alternatives For Girls"
"1167 Grand Boulevard","42.3736700000","-83.0195300000","KING FISH MARKET"
"18526 Fitzpatrick","42.3671036000","-83.2216644000","Moore's Motorsport"
"13691 Girardin","42.4168282000","-83.0350189000","MATERIALS MANAGEMENT SERVICES"
"55555 Fort and Oakwood","42.2908100000","-83.1437400000","Intersection Fort And Oakwood"
"13691 Girardin","42.4168282000","-83.0350189000","MATERIALS MANAGEMENT SERVICES"
"18564 Fitzpatrick","42.3679504000","-83.2215195000","Jedi Machining Corporation"
"1580 Grand Boulevard","42.3785286000","-83.0279236000","PACKARD PLANT"
"17330 Fenkell","42.4013405000","-83.2130356000","NEW JERUSALEM TEMPLE"
"13691 Girardin","42.4168282000","-83.0350189000","MATERIALS MANAGEMENT SERVICES"
"18576 FITZPATRICK","42.3680700000","-83.2216700000","MORRIS MOTOR SPORTS"
"2550 GRAND BOULEVARD","42.3630000000","-83.0913300000","NPOWERED TELEVISION NETWORK"
"55555 Fort St and Shelby","42.3301500000","-83.0487400000","Paramount Pictures - Transformers 5"
"23766 Frisbee","42.4352951000","-83.2759018000","HIDDEN PINE APARTMENTS"
"2200 FORT Street","42.3210983000","-83.0711212000","COMERICA BANK INC."
"22030 Fenkell","42.4005089000","-83.2575073000","VACANT"
"18576 FITZPATRICK","42.3680700000","-83.2216700000","SOUTHERN MOTOR SPORTS"
"3333 Fort Street","42.2645073000","-83.1646881000","Ambassador  Bridge  Co."
"13701 Girardin","42.4181786000","-83.0347748000","MCNICHOLS SCRAP IRON & METALCO"
"22038 Fenkell","42.4005089000","-83.2577286000","VACANT"
"23770 Frisbee","42.4352951000","-83.2759247000","HIDDEN PINES APARTMENTS"
"1309 Grand Boulevard West","42.3391457000","-83.1040649000","BOLDEN, CURTIS"
"55555 Fort Street and Outerdrive","42.2621613000","-83.1668701000","No Occupant Name"
"17500 Fenkell","42.4013596000","-83.2149734000","WILSON-AKINS FUNERAL HOME"
"18634 Fitzpatrick","42.3675003000","-83.2220306000","Artcraft Printing Corp."
"17131 Gitre","42.4253998000","-82.9904175000","New Life Home For Recovering Women"
"22047 Fenkell","42.4000397000","-83.2578888000","Atlas Collision Inc."
"23778 Frisbee","42.4352951000","-83.2759857000","HIDDEN PINES APARTMENTS"
"1647 Grand Boulevard West","42.3473206000","-83.1101532000","PAUL T. HAUGH"
"2697 Grand Boulevard West","42.3652763000","-83.0872040000","BIVD MARKETPLACE LIQUOR"
"2697 Grand Boulevard West","42.3652763000","-83.0872040000","BLVD. CHECK CASHING / PHONE STORE"
"2697 Grand Boulevard West","42.3652763000","-83.0872040000","Papas Pizza"
"427 Grand Boulevard West","42.3211823000","-83.0883408000","WEST GRAND DEVELOPMENT CO."
"55555 Grand Circus","42.4025383000","-83.1006165000","Cures Not Wars"
"55555 Grand Circus","42.4025383000","-83.1006165000","Detroit 300 Conservancy"
"55555 Grand Circus","42.4025383000","-83.1006165000","Petition #833"
"1600 Grand Circus Park","42.3359909000","-83.0517578000","detroit 300 conservancy"
"10025 Grand River","42.3695488000","-83.1417007000","THE HOME OF LOVE"
"10047 Grand River","42.3697395000","-83.1421814000","JOY CENTER HEADSTART"
"10100 Grand River","42.3717613000","-83.1422729000","STRAIGHT-GATE CHURCH, INC."
"10200 Grand River","42.3707886000","-83.1433868000","BAKER'S BIBLE/BOOKSTORE"
"10431 Grand River","42.3703308000","-83.1465683000","CHARITY MOTORS"
"10431 Grand River","42.3703308000","-83.1465683000","CJS MECHANICAL"
"10431 Grand River","42.3703308000","-83.1465683000","NATIONAL TIME & SIGNAL"
"10532 Grand River","42.3723602000","-83.1472015000","THRIFTY FURNITURE INC"
"10555 Grand River","42.3720322000","-83.1475067000","A & M SPECIALISTS INC"
"10560 Grand River","42.3725090000","-83.1475906000","LEE'S TIRE MARKET"
"10565 Grand River","42.3720856000","-83.1476517000","ELRAYES AUTO SALES"
"12645 Gratiot  Avenue","42.4191700000","-82.9885400000","Kelly Financial Services"
"12920 Gratiot Avenue","42.4208042000","-82.9868913000","Liberty Tax"
"10571 Grand River","42.3696709000","-83.1482010000","Kimmel Scrap Iron"
"10630 Grand River","42.3728600000","-83.1484222000","FOR SUCH A TIME AS THIS MINIST"
"10674 Grand River","42.3728828000","-83.1488571000","GREAT FAITH MINISTRIES"
"10709 Grand River","42.3722115000","-83.1494522000","GREAT FAITH MINISTRIES"
"10735 Grand River","42.3726997000","-83.1497269000","Great Faith Ministries"
"10786 Grand River","42.3735199000","-83.1504059000","JUNO'S MINI MART"
"10920 Grand River","42.3741188000","-83.1511078000","GRAND VALUE DRUGS"
"11019 Grand River","42.3738594000","-83.1522827000","Ryde-N-Shyne C.W. Hand Car Wash"
"11111 Grand River","42.3741150000","-83.1526566000","Bits & Pieces Flea Market"
"11191 Grand River","42.3745308000","-83.1540909000","O'Grand Market"
"11742 Grand River","42.3752899000","-83.1545029000","TRAVIS HAND CAR WASH"
"11751 Grand River","42.3748283000","-83.1548233000","MILLER'S EATERY"
"11761 Grand River","42.3748817000","-83.1549530000","Childrens Hope Baptist Church"
"11803 Grand River","42.3751488000","-83.1555862000","Grand River Medical Center"
"11831 Grand River","42.3753319000","-83.1560593000","vacant building"
"11905 Grand River","42.3758011000","-83.1568680000","Euphrates Missionary Baptist Church"
"11920 Grand River","42.3762398000","-83.1568527000","A & B TRANSMISSION"
"11930 Grand River","42.3763008000","-83.1570129000","EASY REST"
"11940 Grand River","42.3763504000","-83.1571426000","EUNICE SMITH"
"11940 Grand River","42.3763504000","-83.1571426000","T A J ACCESS"
"12001 Grand River","42.3760490000","-83.1578217000","P & A Scholar's Beauty School"
"12033 Grand River","42.3762398000","-83.1583023000","HOLLYWOOD CONEY ISLAND"
"12048 Grand River","42.3767433000","-83.1584320000","DETROIT ASSOCIATION OF BLACK ORGANIZATIONS"
"12050 Grand River","42.3772202000","-83.1592636000","MARATHON GAS/Michael's Fuel Mart lnc."
"12060 Grand River","42.3771082000","-83.1593386000","Natures Leaf"
"12101 Grand River","42.3769188000","-83.1599731000","NEW WORLD ANTIQUE GALLERY"
"12190 Grand River","42.3779984000","-83.1615524000","CHARLES CALDWELL"
"12199 Grand River","42.3777885000","-83.1617813000","PoPs Auto Service"
"12200 Grand River","42.3783112000","-83.1621017000","JOB SERVICES"
"12207 Grand River","42.3781100000","-83.1629899000","Family Dollar"
"12207 Grand River","42.3781090000","-83.1629868000","FAMILY DOLLAR #27266"
"12230 Grand River","42.3785515000","-83.1625137000","PULLUM, THOMAS"
"12400 Grand River","42.3792610000","-83.1643219000","MICHIGAN SAW & FILE CO"
"12401 Grand River","42.3787498000","-83.1646118000","Mary's Corner Resale Shop"
"12406 Grand River","42.3793106000","-83.1644669000","Toros Biker Club"
"12555 Grand River","42.3798409000","-83.1672821000","BEST WOK CHINESE FOOD"
"12555 Grand River","42.3798409000","-83.1672821000","DOLLAR GENERAL #12047"
"12555 Grand River","42.3798409000","-83.1672821000","FISH EXPRESS INC."
"12555 Grand River","42.3798409000","-83.1672821000","Jackson Hewitt Tax Service"
"12555 Grand River","42.3798409000","-83.1672821000","LITTLE CAESARS #159"
